TS代码,股票名称,上市日期,退市日期,跟新时间
002829.SZ,星网宇达,20161213,,20161213
002830.SZ,名雕股份,20161213,,20161213
002831.SZ,裕同科技,20161216,,20161216
002832.SZ,比音勒芬,20161223,,20161223
002833.SZ,弘亚数控,20161228,,20161228
002835.SZ,同为股份,20161228,,20161228
002836.SZ,新宏泽,20161229,,20161229
002837.SZ,英维克,20161229,,20161229
002838.SZ,道恩股份,20170106,,20170106
002839.SZ,张家港行,20170124,,20170124
002840.SZ,华统股份,20170110,,20170110
002841.SZ,视源股份,20170119,,20170119
002842.SZ,翔鹭钨业,20170119,,20170119
002843.SZ,泰嘉股份,20170120,,20170120
002845.SZ,同兴达,20170125,,20170125
002846.SZ,英联股份,20170207,,20170207
002847.SZ,盐津铺子,20170208,,20170208
002848.SZ,高斯贝尔,20170213,,20170213
002849.SZ,威星智能,20170217,,20170217
002850.SZ,科达利,20170302,,20170302
002851.SZ,麦格米特,20170306,,20170306
002852.SZ,道道全,20170310,,20170310
002853.SZ,皮阿诺,20170310,,20170310
002855.SZ,捷荣技术,20170321,,20170321
002856.SZ,美芝股份,20170320,,20170320
002857.SZ,三晖电气,20170323,,20170323
002858.SZ,力盛赛车,20170324,,20170324
002859.SZ,洁美科技,20170407,,20170407
002860.SZ,星帅尔,20170412,,20170412
002861.SZ,瀛通通讯,20170413,,20170413
002862.SZ,实丰文化,20170411,,20170411
002863.SZ,今飞凯达,20170418,,20170418
002864.SZ,盘龙药业,20171116,,20171116
002865.SZ,钧达股份,20170425,,20170425
002866.SZ,传艺科技,20170426,,20170426
002867.SZ,周大生,20170427,,20170427
002868.SZ,绿康生化,20170503,,20170503
002869.SZ,金溢科技,20170515,,20170515
002870.SZ,香山股份,20170515,,20170515
002871.SZ,伟隆股份,20170511,,20170511
002872.SZ,*ST天圣,20170519,,20170519
002873.SZ,新天药业,20170519,,20170519
002875.SZ,安奈儿,20170601,,20170601
002876.SZ,三利谱,20170525,,20170525
002877.SZ,智能自控,20170605,,20170605
002878.SZ,元隆雅图,20170606,,20170606
002879.SZ,长缆科技,20170707,,20170707
002880.SZ,卫光生物,20170616,,20170616
002881.SZ,美格智能,20170622,,20170622
002882.SZ,金龙羽,20170717,,20170717
002883.SZ,中设股份,20170620,,20170620
002884.SZ,凌霄泵业,20170711,,20170711
002885.SZ,京泉华,20170627,,20170627
002886.SZ,沃特股份,20170627,,20170627
002887.SZ,绿茵生态,20170801,,20170801
002888.SZ,惠威科技,20170721,,20170721
002889.SZ,东方嘉盛,20170731,,20170731
002890.SZ,弘宇股份,20170802,,20170802
002891.SZ,中宠股份,20170821,,20170821
002892.SZ,科力尔,20170817,,20170817
002893.SZ,华通热力,20170915,,20170915
002895.SZ,川恒股份,20170825,,20170825
002896.SZ,中大力德,20170829,,20170829
002897.SZ,意华股份,20170907,,20170907
002898.SZ,赛隆药业,20170912,,20170912
002899.SZ,英派斯,20170915,,20170915
002900.SZ,哈三联,20170922,,20170922
002901.SZ,大博医疗,20170922,,20170922
002902.SZ,铭普光磁,20170929,,20170929
002903.SZ,宇环数控,20171013,,20171013
002905.SZ,金逸影视,20171016,,20171016
002906.SZ,华阳集团,20171013,,20171013
002907.SZ,华森制药,20171020,,20171020
002908.SZ,德生科技,20171020,,20171020
002909.SZ,集泰股份,20171026,,20171026
002910.SZ,庄园牧场,20171031,,20171031
002911.SZ,佛燃股份,20171122,,20171122
002912.SZ,中新赛克,20171121,,20171121
002913.SZ,奥士康,20171201,,20171201
002915.SZ,中欣氟材,20171205,,20171205
002916.SZ,深南电路,20171213,,20171213
002917.SZ,金奥博,20171208,,20171208
002918.SZ,蒙娜丽莎,20171219,,20171219
002919.SZ,名臣健康,20171218,,20171218
002920.SZ,德赛西威,20171226,,20171226
002921.SZ,联诚精密,20171227,,20171227
002922.SZ,伊戈尔,20171229,,20171229
002923.SZ,润都股份,20180105,,20180105
002925.SZ,盈趣科技,20180115,,20180115
002926.SZ,华西证券,20180205,,20180205
002927.SZ,泰永长征,20180223,,20180223
002928.SZ,华夏航空,20180302,,20180302
002929.SZ,润建股份,20180301,,20180301
002930.SZ,宏川智慧,20180328,,20180328
002931.SZ,锋龙股份,20180403,,20180403
002932.SZ,明德生物,20180710,,20180710
002933.SZ,新兴装备,20180828,,20180828
002935.SZ,天奥电子,20180903,,20180903
002936.SZ,郑州银行,20180919,,20180919
002937.SZ,兴瑞科技,20180926,,20180926
002938.SZ,鹏鼎控股,20180918,,20180918
002939.SZ,长城证券,20181026,,20181026
002940.SZ,昂利康,20181023,,20181023
002941.SZ,新疆交建,20181128,,20181128
002942.SZ,新农股份,20181205,,20181205
002943.SZ,宇晶股份,20181129,,20181129
002945.SZ,华林证券,20190117,,20190117
002946.SZ,新乳业,20190125,,20190125
002947.SZ,恒铭达,20190201,,20190201
002948.SZ,青岛银行,20190116,,20190116
002949.SZ,华阳国际,20190226,,20190226
002950.SZ,奥美医疗,20190311,,20190311
002951.SZ,金时科技,20190315,,20190315
002952.SZ,亚世光电,20190328,,20190328
002953.SZ,日丰股份,20190509,,20190509
002955.SZ,鸿合科技,20190523,,20190523
002956.SZ,西麦食品,20190619,,20190619
002957.SZ,科瑞技术,20190726,,20190726
002958.SZ,青农商行,20190326,,20190326
002959.SZ,小熊电器,20190823,,20190823
002960.SZ,青鸟消防,20190809,,20190809
002961.SZ,瑞达期货,20190905,,20190905
002962.SZ,五方光电,20190917,,20190917
002963.SZ,豪尔赛,20191028,,20191028
002965.SZ,祥鑫科技,20191025,,20191025
002966.SZ,苏州银行,20190802,,20190802
002967.SZ,广电计量,20191108,,20191108
002968.SZ,新大正,20191203,,20191203
002969.SZ,嘉美包装,20191202,,20191202
002970.SZ,锐明技术,20191217,,20191217
002972.SZ,科安达,20191227,,20191227
002973.SZ,侨银环保,20200106,,20200106
003816.SZ,中国广核,20190826,,20190826
300001.SZ,特锐德,20091030,,20091030
300002.SZ,神州泰岳,20091030,,20091030
300003.SZ,乐普医疗,20091030,,20091030
300004.SZ,南风股份,20091030,,20091030
300005.SZ,探路者,20091030,,20091030
300006.SZ,莱美药业,20091030,,20091030
300007.SZ,汉威科技,20091030,,20091030
300008.SZ,天海防务,20091030,,20091030
300009.SZ,安科生物,20091030,,20091030
300010.SZ,立思辰,20091030,,20091030
300011.SZ,鼎汉技术,20091030,,20091030
300012.SZ,华测检测,20091030,,20091030
300013.SZ,新宁物流,20091030,,20091030
300014.SZ,亿纬锂能,20091030,,20091030
300015.SZ,爱尔眼科,20091030,,20091030
300016.SZ,北陆药业,20091030,,20091030
300017.SZ,网宿科技,20091030,,20091030
300018.SZ,中元股份,20091030,,20091030
300019.SZ,硅宝科技,20091030,,20091030
300020.SZ,银江股份,20091030,,20091030
300021.SZ,大禹节水,20091030,,20091030
300022.SZ,吉峰科技,20091030,,20091030
300023.SZ,宝德股份,20091030,,20091030
300024.SZ,机器人,20091030,,20091030
300025.SZ,华星创业,20091030,,20091030
300026.SZ,红日药业,20091030,,20091030
300027.SZ,华谊兄弟,20091030,,20091030
300029.SZ,天龙光电,20091225,,20091225
300030.SZ,阳普医疗,20091225,,20091225
300031.SZ,宝通科技,20091225,,20091225
300032.SZ,金龙机电,20091225,,20091225
300033.SZ,同花顺,20091225,,20091225
300034.SZ,钢研高纳,20091225,,20091225
300035.SZ,中科电气,20091225,,20091225
300036.SZ,超图软件,20091225,,20091225
300037.SZ,新宙邦,20100108,,20100108
300038.SZ,数知科技,20100108,,20100108
300039.SZ,上海凯宝,20100108,,20100108
300040.SZ,九洲电气,20100108,,20100108
300041.SZ,回天新材,20100108,,20100108
300042.SZ,朗科科技,20100108,,20100108
300043.SZ,星辉娱乐,20100120,,20100120
300044.SZ,赛为智能,20100120,,20100120
300045.SZ,华力创通,20100120,,20100120
300046.SZ,台基股份,20100120,,20100120
300047.SZ,天源迪科,20100120,,20100120
300048.SZ,合康新能,20100120,,20100120
300049.SZ,福瑞股份,20100120,,20100120
300050.SZ,世纪鼎利,20100120,,20100120
300051.SZ,三五互联,20100211,,20100211
300052.SZ,中青宝,20100211,,20100211
300053.SZ,欧比特,20100211,,20100211
300054.SZ,鼎龙股份,20100211,,20100211
300055.SZ,万邦达,20100226,,20100226
300056.SZ,三维丝,20100226,,20100226
300057.SZ,万顺新材,20100226,,20100226
300058.SZ,蓝色光标,20100226,,20100226
300059.SZ,东方财富,20100319,,20100319
300061.SZ,康旗股份,20100319,,20100319
300062.SZ,中能电气,20100319,,20100319
300063.SZ,天龙集团,20100326,,20100326
300064.SZ,豫金刚石,20100326,,20100326
300065.SZ,海兰信,20100326,,20100326
300066.SZ,三川智慧,20100326,,20100326
300067.SZ,安诺其,20100421,,20100421
300068.SZ,南都电源,20100421,,20100421
300069.SZ,金利华电,20100421,,20100421
300070.SZ,碧水源,20100421,,20100421
300071.SZ,华谊嘉信,20100421,,20100421
300072.SZ,三聚环保,20100427,,20100427
300073.SZ,当升科技,20100427,,20100427
300074.SZ,华平股份,20100427,,20100427
300075.SZ,数字政通,20100427,,20100427
300076.SZ,GQY视讯,20100430,,20100430
300077.SZ,国民技术,20100430,,20100430
300078.SZ,思创医惠,20100430,,20100430
300079.SZ,数码科技,20100430,,20100430
300080.SZ,易成新能,20100625,,20100625
300081.SZ,恒信东方,20100520,,20100520
300082.SZ,奥克股份,20100520,,20100520
300083.SZ,劲胜智能,20100520,,20100520
300084.SZ,海默科技,20100520,,20100520
300085.SZ,银之杰,20100526,,20100526
300086.SZ,康芝药业,20100526,,20100526
300087.SZ,荃银高科,20100526,,20100526
300088.SZ,长信科技,20100526,,20100526
300089.SZ,文化长城,20100625,,20100625
300090.SZ,盛运环保,20100625,,20100625
300091.SZ,金通灵,20100625,,20100625
300092.SZ,科新机电,20100708,,20100708
300093.SZ,金刚玻璃,20100708,,20100708
300094.SZ,国联水产,20100708,,20100708
300095.SZ,华伍股份,20100728,,20100728
300096.SZ,易联众,20100728,,20100728
300097.SZ,智云股份,20100728,,20100728
300098.SZ,高新兴,20100728,,20100728
300099.SZ,精准信息,20100806,,20100806
300100.SZ,双林股份,20100806,,20100806
300101.SZ,振芯科技,20100806,,20100806
300102.SZ,乾照光电,20100812,,20100812
300103.SZ,达刚控股,20100812,,20100812
300105.SZ,龙源技术,20100820,,20100820
300106.SZ,西部牧业,20100820,,20100820
300107.SZ,建新股份,20100820,,20100820
300108.SZ,吉药控股,20100825,,20100825
300109.SZ,新开源,20100825,,20100825
300110.SZ,华仁药业,20100825,,20100825
300111.SZ,向日葵,20100827,,20100827
300112.SZ,万讯自控,20100827,,20100827
300113.SZ,顺网科技,20100827,,20100827
300114.SZ,中航电测,20100827,,20100827
300115.SZ,长盈精密,20100902,,20100902
300116.SZ,坚瑞沃能,20100902,,20100902
300117.SZ,嘉寓股份,20100902,,20100902
300118.SZ,东方日升,20100902,,20100902
300119.SZ,瑞普生物,20100917,,20100917
300120.SZ,经纬辉开,20100917,,20100917
300121.SZ,阳谷华泰,20100917,,20100917
300122.SZ,智飞生物,20100928,,20100928
300123.SZ,亚光科技,20100928,,20100928
300124.SZ,汇川技术,20100928,,20100928
300125.SZ,易世达,20101013,,20101013
300126.SZ,锐奇股份,20101013,,20101013
300127.SZ,银河磁体,20101013,,20101013
300128.SZ,锦富技术,20101013,,20101013
300129.SZ,泰胜风能,20101019,,20101019
300130.SZ,新国都,20101019,,20101019
300131.SZ,英唐智控,20101019,,20101019
300132.SZ,青松股份,20101026,,20101026
300133.SZ,华策影视,20101026,,20101026
300134.SZ,大富科技,20101026,,20101026
300135.SZ,宝利国际,20101026,,20101026
300136.SZ,信维通信,20101105,,20101105
300137.SZ,先河环保,20101105,,20101105
300138.SZ,晨光生物,20101105,,20101105
300139.SZ,晓程科技,20101112,,20101112
300140.SZ,中环装备,20101112,,20101112
300141.SZ,和顺电气,20101112,,20101112
300142.SZ,沃森生物,20101112,,20101112
300143.SZ,盈康生命,20101209,,20101209
300144.SZ,宋城演艺,20101209,,20101209
300145.SZ,中金环境,20101209,,20101209
300146.SZ,汤臣倍健,20101215,,20101215
300147.SZ,香雪制药,20101215,,20101215
300148.SZ,天舟文化,20101215,,20101215
300149.SZ,量子生物,20101222,,20101222
300150.SZ,世纪瑞尔,20101222,,20101222
300151.SZ,昌红科技,20101222,,20101222
300152.SZ,科融环境,20101229,,20101229
300153.SZ,科泰电源,20101229,,20101229
300154.SZ,瑞凌股份,20101229,,20101229
300155.SZ,安居宝,20110107,,20110107
300156.SZ,神雾环保,20110107,,20110107
300157.SZ,恒泰艾普,20110107,,20110107
300158.SZ,振东制药,20110107,,20110107
300159.SZ,新研股份,20110107,,20110107
300160.SZ,秀强股份,20110113,,20110113
300161.SZ,华中数控,20110113,,20110113
300162.SZ,雷曼光电,20110113,,20110113
300163.SZ,先锋新材,20110113,,20110113
300164.SZ,通源石油,20110113,,20110113
300165.SZ,天瑞仪器,20110125,,20110125
300166.SZ,东方国信,20110125,,20110125
300167.SZ,迪威迅,20110125,,20110125
300168.SZ,万达信息,20110125,,20110125
300169.SZ,天晟新材,20110125,,20110125
300170.SZ,汉得信息,20110201,,20110201
300171.SZ,东富龙,20110201,,20110201
300172.SZ,中电环保,20110201,,20110201
300173.SZ,智慧松德,20110201,,20110201
300174.SZ,元力股份,20110201,,20110201
300175.SZ,朗源股份,20110215,,20110215
300176.SZ,派生科技,20110215,,20110215
300177.SZ,中海达,20110215,,20110215
300178.SZ,腾邦国际,20110215,,20110215
300179.SZ,四方达,20110215,,20110215
300180.SZ,华峰超纤,20110222,,20110222
300181.SZ,佐力药业,20110222,,20110222
300182.SZ,捷成股份,20110222,,20110222
300183.SZ,东软载波,20110222,,20110222
300184.SZ,力源信息,20110222,,20110222
300185.SZ,通裕重工,20110308,,20110308
300187.SZ,永清环保,20110308,,20110308
300188.SZ,美亚柏科,20110316,,20110316
300189.SZ,神农科技,20110316,,20110316
300190.SZ,维尔利,20110316,,20110316
300191.SZ,潜能恒信,20110316,,20110316
300192.SZ,科斯伍德,20110322,,20110322
300193.SZ,佳士科技,20110322,,20110322
300194.SZ,福安药业,20110322,,20110322
300195.SZ,长荣股份,20110329,,20110329
300196.SZ,长海股份,20110329,,20110329
300197.SZ,铁汉生态,20110329,,20110329
300198.SZ,纳川股份,20110407,,20110407
300199.SZ,翰宇药业,20110407,,20110407
300200.SZ,高盟新材,20110407,,20110407
300201.SZ,海伦哲,20110407,,20110407
300202.SZ,聚龙股份,20110415,,20110415
300203.SZ,聚光科技,20110415,,20110415
300204.SZ,舒泰神,20110415,,20110415
300205.SZ,天喻信息,20110421,,20110421
300206.SZ,理邦仪器,20110421,,20110421
300207.SZ,欣旺达,20110421,,20110421
300208.SZ,青岛中程,20110426,,20110426
300209.SZ,天泽信息,20110426,,20110426
300210.SZ,森远股份,20110426,,20110426
300211.SZ,亿通科技,20110505,,20110505
300212.SZ,易华录,20110505,,20110505
300213.SZ,佳讯飞鸿,20110505,,20110505
300214.SZ,日科化学,20110511,,20110511
300215.SZ,电科院,20110511,,20110511
300217.SZ,东方电热,20110518,,20110518
300218.SZ,安利股份,20110518,,20110518
300219.SZ,鸿利智汇,20110518,,20110518
300220.SZ,金运激光,20110525,,20110525
300221.SZ,银禧科技,20110525,,20110525
300222.SZ,科大智能,20110525,,20110525
300223.SZ,北京君正,20110531,,20110531
300224.SZ,正海磁材,20110531,,20110531
300225.SZ,金力泰,20110531,,20110531
300226.SZ,上海钢联,20110608,,20110608
300227.SZ,光韵达,20110608,,20110608
300228.SZ,富瑞特装,20110608,,20110608
300229.SZ,拓尔思,20110615,,20110615
300230.SZ,永利股份,20110615,,20110615
300231.SZ,银信科技,20110615,,20110615
300232.SZ,洲明科技,20110622,,20110622
300233.SZ,金城医药,20110622,,20110622
300234.SZ,开尔新材,20110622,,20110622
300235.SZ,方直科技,20110629,,20110629
300236.SZ,上海新阳,20110629,,20110629
300237.SZ,美晨生态,20110629,,20110629
300238.SZ,冠昊生物,20110706,,20110706
300239.SZ,东宝生物,20110706,,20110706
300240.SZ,飞力达,20110706,,20110706
300241.SZ,瑞丰光电,20110712,,20110712
300242.SZ,佳云科技,20110712,,20110712
300243.SZ,瑞丰高材,20110712,,20110712
300244.SZ,迪安诊断,20110719,,20110719
300245.SZ,天玑科技,20110719,,20110719
300246.SZ,宝莱特,20110719,,20110719
300247.SZ,融捷健康,20110729,,20110729
300248.SZ,新开普,20110729,,20110729
300249.SZ,依米康,20110803,,20110803
300250.SZ,初灵信息,20110803,,20110803
300251.SZ,光线传媒,20110803,,20110803
300252.SZ,金信诺,20110818,,20110818
300253.SZ,卫宁健康,20110818,,20110818
300254.SZ,仟源医药,20110819,,20110819
300255.SZ,常山药业,20110819,,20110819
300256.SZ,星星科技,20110819,,20110819
300257.SZ,开山股份,20110819,,20110819
300258.SZ,精锻科技,20110826,,20110826
300259.SZ,新天科技,20110831,,20110831
300260.SZ,新莱应材,20110906,,20110906
300261.SZ,雅本化学,20110906,,20110906
300262.SZ,巴安水务,20110916,,20110916
300263.SZ,隆华科技,20110916,,20110916
300264.SZ,佳创视讯,20110916,,20110916
300265.SZ,通光线缆,20110916,,20110916
300266.SZ,兴源环境,20110927,,20110927
300267.SZ,尔康制药,20110927,,20110927
300268.SZ,佳沃股份,20110927,,20110927
300269.SZ,联建光电,20111012,,20111012
300270.SZ,中威电子,20111012,,20111012
300271.SZ,华宇软件,20111026,,20111026
300272.SZ,开能健康,20111102,,20111102
300273.SZ,和佳股份,20111026,,20111026
300274.SZ,阳光电源,20111102,,20111102
300275.SZ,梅安森,20111102,,20111102
300276.SZ,三丰智能,20111115,,20111115
300277.SZ,海联讯,20111123,,20111123
300278.SZ,华昌达,20111216,,20111216
300279.SZ,和晶科技,20111229,,20111229
300280.SZ,紫天科技,20111229,,20111229
300281.SZ,金明精机,20111229,,20111229
300282.SZ,三盛教育,20111229,,20111229
300283.SZ,温州宏丰,20120110,,20120110
300284.SZ,苏交科,20120110,,20120110
300285.SZ,国瓷材料,20120113,,20120113
300286.SZ,安科瑞,20120113,,20120113
300287.SZ,飞利信,20120201,,20120201
300288.SZ,朗玛信息,20120216,,20120216
300289.SZ,利德曼,20120216,,20120216
300290.SZ,荣科科技,20120216,,20120216
300291.SZ,华录百纳,20120209,,20120209
300292.SZ,吴通控股,20120229,,20120229
300293.SZ,蓝英装备,20120308,,20120308
300294.SZ,博雅生物,20120308,,20120308
300295.SZ,三六五网,20120315,,20120315
300296.SZ,利亚德,20120315,,20120315
300297.SZ,蓝盾股份,20120315,,20120315
300298.SZ,三诺生物,20120319,,20120319
300299.SZ,富春股份,20120319,,20120319
300300.SZ,汉鼎宇佑,20120319,,20120319
300301.SZ,长方集团,20120321,,20120321
300302.SZ,同有科技,20120321,,20120321
300303.SZ,聚飞光电,20120319,,20120319
300304.SZ,云意电气,20120321,,20120321
300305.SZ,裕兴股份,20120329,,20120329
300306.SZ,远方信息,20120329,,20120329
300307.SZ,慈星股份,20120329,,20120329
300308.SZ,中际旭创,20120410,,20120410
300309.SZ,吉艾科技,20120410,,20120410
300310.SZ,宜通世纪,20120425,,20120425
300311.SZ,任子行,20120425,,20120425
300312.SZ,邦讯技术,20120508,,20120508
300313.SZ,天山生物,20120425,,20120425
300314.SZ,戴维医疗,20120508,,20120508
300315.SZ,掌趣科技,20120511,,20120511
300316.SZ,晶盛机电,20120511,,20120511
300317.SZ,珈伟新能,20120511,,20120511
300318.SZ,博晖创新,20120523,,20120523
300319.SZ,麦捷科技,20120523,,20120523
300320.SZ,海达股份,20120601,,20120601
300321.SZ,同大股份,20120523,,20120523
300322.SZ,硕贝德,20120608,,20120608
300323.SZ,华灿光电,20120601,,20120601
300324.SZ,旋极信息,20120608,,20120608
300325.SZ,德威新材,20120601,,20120601
300326.SZ,凯利泰,20120613,,20120613
300327.SZ,中颖电子,20120613,,20120613
300328.SZ,宜安科技,20120619,,20120619
300329.SZ,海伦钢琴,20120619,,20120619
300330.SZ,华虹计通,20120619,,20120619
300331.SZ,苏大维格,20120628,,20120628
300332.SZ,天壕环境,20120628,,20120628
300333.SZ,兆日科技,20120628,,20120628
300334.SZ,津膜科技,20120705,,20120705
300335.SZ,迪森股份,20120710,,20120710
300336.SZ,新文化,20120710,,20120710
300337.SZ,银邦股份,20120718,,20120718
300338.SZ,开元股份,20120726,,20120726
300339.SZ,润和软件,20120718,,20120718
300340.SZ,科恒股份,20120726,,20120726
300341.SZ,麦克奥迪,20120726,,20120726
300342.SZ,天银机电,20120726,,20120726
300343.SZ,联创股份,20120801,,20120801
300344.SZ,太空智造,20120801,,20120801
300345.SZ,红宇新材,20120801,,20120801
300346.SZ,南大光电,20120807,,20120807
300347.SZ,泰格医药,20120817,,20120817
300348.SZ,长亮科技,20120817,,20120817
300349.SZ,金卡智能,20120817,,20120817
300350.SZ,华鹏飞,20120821,,20120821
300351.SZ,永贵电器,20120920,,20120920
300352.SZ,北信源,20120912,,20120912
300353.SZ,东土科技,20120927,,20120927
300354.SZ,东华测试,20120920,,20120920
300355.SZ,蒙草生态,20120927,,20120927
300356.SZ,光一科技,20121009,,20121009
300357.SZ,我武生物,20140121,,20140121
300358.SZ,楚天科技,20140121,,20140121
300359.SZ,全通教育,20140121,,20140121
300360.SZ,炬华科技,20140121,,20140121
300362.SZ,天翔环境,20140121,,20140121
300363.SZ,博腾股份,20140129,,20140129
300364.SZ,中文在线,20150121,,20150121
300365.SZ,恒华科技,20140123,,20140123
300366.SZ,创意信息,20140127,,20140127
300367.SZ,东方网力,20140129,,20140129
300368.SZ,汇金股份,20140123,,20140123
300369.SZ,绿盟科技,20140129,,20140129
300370.SZ,安控科技,20140123,,20140123
300371.SZ,汇中股份,20140123,,20140123
300373.SZ,扬杰科技,20140123,,20140123
300374.SZ,恒通科技,20150319,,20150319
300375.SZ,鹏翎股份,20140127,,20140127
300376.SZ,易事特,20140127,,20140127
300377.SZ,赢时胜,20140127,,20140127
300378.SZ,鼎捷软件,20140127,,20140127
300379.SZ,东方通,20140128,,20140128
300380.SZ,安硕信息,20140128,,20140128
300381.SZ,溢多利,20140128,,20140128
300382.SZ,斯莱克,20140129,,20140129
300383.SZ,光环新网,20140129,,20140129
300384.SZ,三联虹普,20140801,,20140801
300385.SZ,雪浪环境,20140626,,20140626
300386.SZ,飞天诚信,20140626,,20140626
300387.SZ,富邦股份,20140702,,20140702
300388.SZ,国祯环保,20140801,,20140801
300389.SZ,艾比森,20140801,,20140801
300390.SZ,天华超净,20140731,,20140731
300391.SZ,康跃科技,20140801,,20140801
300392.SZ,腾信股份,20140910,,20140910
300393.SZ,中来股份,20140912,,20140912
300394.SZ,天孚通信,20150217,,20150217
300395.SZ,菲利华,20140910,,20140910
300396.SZ,迪瑞医疗,20140910,,20140910
300397.SZ,天和防务,20140910,,20140910
300398.SZ,飞凯材料,20141009,,20141009
300399.SZ,京天利,20141009,,20141009
300400.SZ,劲拓股份,20141010,,20141010
300401.SZ,花园生物,20141009,,20141009
300402.SZ,宝色股份,20141010,,20141010
300403.SZ,汉宇集团,20141030,,20141030
300404.SZ,博济医药,20150424,,20150424
300405.SZ,科隆股份,20141030,,20141030
300406.SZ,九强生物,20141030,,20141030
300407.SZ,凯发电气,20141203,,20141203
300408.SZ,三环集团,20141203,,20141203
300409.SZ,道氏技术,20141203,,20141203
300410.SZ,正业科技,20141231,,20141231
300411.SZ,金盾股份,20141231,,20141231
300412.SZ,迦南科技,20141231,,20141231
300413.SZ,芒果超媒,20150121,,20150121
300414.SZ,中光防雷,20150513,,20150513
300415.SZ,伊之密,20150123,,20150123
300416.SZ,苏试试验,20150122,,20150122
300417.SZ,南华仪器,20150123,,20150123
300418.SZ,昆仑万维,20150121,,20150121
300419.SZ,浩丰科技,20150122,,20150122
300420.SZ,五洋停车,20150217,,20150217
300421.SZ,力星股份,20150217,,20150217
300422.SZ,博世科,20150217,,20150217
300423.SZ,鲁亿通,20150217,,20150217
300424.SZ,航新科技,20150422,,20150422
300425.SZ,中建环能,20150216,,20150216
300426.SZ,唐德影视,20150217,,20150217
300427.SZ,红相股份,20150217,,20150217
300428.SZ,四通新材,20150319,,20150319
300429.SZ,强力新材,20150324,,20150324
300430.SZ,诚益通,20150319,,20150319
300431.SZ,暴风集团,20150324,,20150324
300432.SZ,富临精工,20150319,,20150319
300433.SZ,蓝思科技,20150318,,20150318
300434.SZ,金石亚药,20150424,,20150424
300435.SZ,中泰股份,20150326,,20150326
300436.SZ,广生堂,20150422,,20150422
300437.SZ,清水源,20150423,,20150423
300438.SZ,鹏辉能源,20150424,,20150424
300439.SZ,美康生物,20150422,,20150422
300440.SZ,运达科技,20150423,,20150423
300441.SZ,鲍斯股份,20150423,,20150423
300442.SZ,普丽盛,20150424,,20150424
300443.SZ,金雷股份,20150422,,20150422
300444.SZ,双杰电气,20150423,,20150423
300445.SZ,康斯特,20150424,,20150424
300446.SZ,乐凯新材,20150423,,20150423
300447.SZ,全信股份,20150422,,20150422
300448.SZ,浩云科技,20150424,,20150424
300449.SZ,汉邦高科,20150422,,20150422
300450.SZ,先导智能,20150518,,20150518
300451.SZ,创业慧康,20150514,,20150514
300452.SZ,山河药辅,20150515,,20150515
300453.SZ,三鑫医疗,20150515,,20150515
300454.SZ,深信服,20180516,,20180516
300455.SZ,康拓红外,20150515,,20150515
300456.SZ,耐威科技,20150514,,20150514
300457.SZ,赢合科技,20150514,,20150514
300458.SZ,全志科技,20150515,,20150515
300459.SZ,金科文化,20150515,,20150515
300460.SZ,惠伦晶体,20150515,,20150515
300461.SZ,田中精机,20150519,,20150519
300462.SZ,华铭智能,20150527,,20150527
300463.SZ,迈克生物,20150528,,20150528
300464.SZ,星徽精密,20150610,,20150610
300465.SZ,高伟达,20150528,,20150528
300466.SZ,赛摩电气,20150528,,20150528
300467.SZ,迅游科技,20150527,,20150527
300468.SZ,四方精创,20150527,,20150527
300469.SZ,信息发展,20150611,,20150611
300470.SZ,中密控股,20150612,,20150612
300471.SZ,厚普股份,20150611,,20150611
300472.SZ,新元科技,20150611,,20150611
300473.SZ,德尔股份,20150612,,20150612
300474.SZ,景嘉微,20160331,,20160331
300475.SZ,聚隆科技,20150610,,20150610
300476.SZ,胜宏科技,20150611,,20150611
300477.SZ,合纵科技,20150610,,20150610
300478.SZ,杭州高新,20150610,,20150610
300479.SZ,神思电子,20150612,,20150612
300480.SZ,光力科技,20150702,,20150702
300481.SZ,濮阳惠成,20150630,,20150630
300482.SZ,万孚生物,20150630,,20150630
300483.SZ,沃施股份,20150630,,20150630
300484.SZ,蓝海华腾,20160322,,20160322
300485.SZ,赛升药业,20150626,,20150626
300486.SZ,东杰智能,20150630,,20150630
300487.SZ,蓝晓科技,20150702,,20150702
300488.SZ,恒锋工具,20150701,,20150701
300489.SZ,中飞股份,20150701,,20150701
300490.SZ,华自科技,20151231,,20151231
300491.SZ,通合科技,20151231,,20151231
300492.SZ,山鼎设计,20151223,,20151223
300493.SZ,润欣科技,20151210,,20151210
300494.SZ,盛天网络,20151231,,20151231
300495.SZ,美尚生态,20151222,,20151222
300496.SZ,中科创达,20151210,,20151210
300497.SZ,富祥股份,20151222,,20151222
300498.SZ,温氏股份,20151102,,20151102
300499.SZ,高澜股份,20160202,,20160202
300500.SZ,启迪设计,20160204,,20160204
300501.SZ,海顺新材,20160204,,20160204
300502.SZ,新易盛,20160303,,20160303
300503.SZ,昊志机电,20160309,,20160309
300504.SZ,天邑股份,20180330,,20180330
300505.SZ,川金诺,20160315,,20160315
300506.SZ,名家汇,20160324,,20160324
300507.SZ,苏奥传感,20160429,,20160429
300508.SZ,维宏股份,20160419,,20160419
300509.SZ,新美星,20160425,,20160425
300510.SZ,金冠股份,20160506,,20160506
300511.SZ,雪榕生物,20160504,,20160504
300512.SZ,中亚股份,20160526,,20160526
